type,url
friendly,fordmotorrs.com/ws/eBayISAPI.dll/221114101407/
defacement,http://www.kinnaree.co.uk/index.php?option=com_content&view=article&id=41&Itemid=26
phishing,thetuitioncentre.co.za
malware,http://104.211.28.157/cummiesbins.sh
phishing,www.john-oliver.net/resume/
friendly,wn.com/Rory_Calhoun
friendly,greatschools.org/missouri/kansas-city/2549-Archbishop-O'-Hara-High-School/
friendly,wrm.org.uy/peoples/Book/text.html
friendly,juggle.com/film/actors-actresses/-346
malware,http://wxztjz.com/e/public/onclick?enews=donews&classid=77&id=90
friendly,mediagallery.usatoday.com/Matt+Kemp
friendly,ozone.unep.org/Publications/MP_Handbook/
defacement,http://thesecretsontheinside.com/index.php?%2FLinks%2FUseful-Links%2FReachout.html
phishing,florenciaeventos.com.ar
friendly,content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Fijacion%20Oral%20Vol
phishing,www.webring.com/hub?ring=heavy_gear_ring
defacement,http://www.autoursdurock.info/index.php?option=com_content&view=article&id=116:les-soirees&Itemid=237
friendly,actorsmoveabletheater.org/
phishing,http://sms-portaldesbloqueos.online/USERscis=login-Dno-back-button.html
friendly,"'service.runescapes.eu/m=weblogon/loginform.ws?m=forum/g=runescape/sl=0forums.ws?79,6843'"
malware,https://mitsui-jyuku.mixh.jp/uploads/45113687ead846bae3d6dc2187ebf1d00be.exe
friendly,myscriptbank.com/services/pay.pal/index1.php
phishing,portal.acm.org/citation.cfm?id=546884
defacement,http://www.paulbattams.com.au/index.php?view=detail&id=101&option=com_joomgallery&Itemid=14
friendly,mp3raid.com/music/jacques_brel.html
friendly,usa-people-search.com/Find-Norman-Cloutier-AZ.aspx
friendly,lowellautoparts.com/
phishing,https://docs.google.com/forms/d/e/1FAIpQLSddxXUiZJZhsEy8b0f57Yr4_19ycGrydH5V2edxgsK8cyrWpg/viewform?usp=send_form
friendly,torrentreactor.net/torrents/2361619/sunset-rubdown-random-spirit-lover-%282007%29
friendly,bcompy.com/js/
defacement,http://bsbbouwservice.nl/index.php?option=com_content&view=article&id=9&Itemid=8
friendly,bringonthecats.com/2010/12/31/1896102/know-the-enemy-texas-tech-red-raiders
friendly,transporte.euro-firmen.com/lufttransport-von-waren.html
friendly,exposay.com/rockmond-dunbar-2003-vibe-awards---arrivals/p/8003/1/?f=Rockmond+Dunbar
friendly,lucas--till.blogspot.com/
defacement,http://boroska.ru/index.php?format=feed&type=rss&option=com_content&Itemid=7
friendly,oddsshark.com/wnba/wnba-season-betting-preview
friendly,hunkymalecelebs.com/kelly_blatz/
friendly,feministlawprofessors.com/2010/09/winner-prize/
friendly,http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E5%B7%A8%E4%B9%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FbvE19d7V9sWoXlKw+%E3%83%AA%E3%82%A2%E3%83%AB%E3%81%AA%E3%83%AD%E3%83%AA%E5%B7%A8%E4%B9%B3+%23ero+%23douga+%23agesage
friendly,http://kickass.to/show-me-how-500-things-you-should-know-instructions-for-life-from-the-everyday-to-the-exotic-lauren-smith-derek-fagerstrom-mantesh-t7197725.html
malware,http://165.227.21.208/bins/owari.x86
defacement,http://patrikcase.com/index.php?option=com_content&view=article&id=3&Itemid=4
friendly,paddocktalk.com/news/html/modules.php?op=modload&name=News&file=article&sid=60941
friendly,http://ecnavi.jp/redirect/?url=http://ad2.trafficgate.net/t/r/143/15/86513_86513/0/AX%user_id%
friendly,networkedmediatank.com/showthread.php?tid=39248
friendly,www.nets-dk-da.com/Nets-eu-konto/dkoperat.htm?
malware,http://185.130.215.18/play/office82.exe
phishing,https://cartoworld.co.ke/smsm/chase/Logon.aspx/Billing.php?LOB=Verfiy_I
friendly,en.wordpress.com/tag/j-pop/
friendly,travelingluck.com/North+America/Mexico/Chihuahua/_4015124_Casa+de+Janos.html
phishing,http://mail.chasebankverifications.com/1yzqyztc=
friendly,pastehtml.com/view/b3i0osqly.html
defacement,http://kidscentrale.nl/index.php?option=com_sobi2&letter=V&Itemid=44
defacement,http://www.ybbstal-braeu.at/index.php?option=com_phocagallery&view=detail&catid=10:diverse-bilder-bei-wirtshaus-usw-einfuegen&id=5:k-50erbier1011087&tmpl=component&detail=0&buttons=1
defacement,http://www.aiavicenza.it/index.php?option=com_content&view=article&id=552:il-vicepresidente-aia-pisacreta-chiude-il-raduno-regionale-&catid=3:fantacalcio-sezionale&Itemid=27
phishing,http://ns303913.ovh.net/theme/js/images/ok/ffdcfcd994352b738b0776673491233e/Login.php
friendly,swanhouseminiatures.com/store/index.php?main_page=index&manufacturers_id=10
phishing,sourceforge.net/projects/sablotron/
friendly,mortgagemarvel.com/ma/fall-river/
friendly,amazon.com/Joy-Luck-Club-Amy-Tan/dp/0804106304
friendly,indeed.com/cmp/Desjardins-Group---Insurance
friendly,epinions.com/review/Marriott_Montreal_Chateau_Champlain/content_262616223364
defacement,http://www.craigauricht.com.au/index.php?option=com_content&view=article&id=13&Itemid=14
friendly,sports.espn.go.com/ncf/bowls07/bowls?game=orange
defacement,http://diddydeshi.com/dojo-times/partridge-green.html
friendly,myscreen.aol.com.info.sd65f45sd4fgb5sdf41s5d64f.sg1s6d5f4135sdv1.sd156sd41fe54sd1f.gwe15s4f1sdf15w1f.w5f4q5wf1sd2f8e1f58sf.w41edf4f1523ef487a4f.wef185e7g84we41d78we58f4.1wef71a2f17e3erf4a251f.s1df5ewf1e.carine2chazal.com/update/update.php
friendly,runmichigan.com/results/06/freepmarathonhmr_102906.shtml
friendly,level52cocanal.wordpress.com/
friendly,uk.linkedin.com/pub/dir/Peter/+/gb-4557-Chester%2C-United-Kingdom
friendly,closinglogos.com/page/Sullivan+Bluth+Studios%2FDon+Bluth+Entertainment
defacement,http://www.botoxina.com/index.php?option=com_content&view=article&id=66&Itemid=78&lang=en
defacement,http://guidartes.com/index.php?view=article&catid=36:workshops&id=64:workshops&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=57
friendly,organicfood-market.com/
phishing,alpinecomet.000webhostapp.com
defacement,http://www.vnic.co/dich-vu/thanh-lap-don-vi-truc-thuoc-cong-ty.html
phishing,http://mail.apprende.com.mx/Desarrollo/Sigin-inverify.html
friendly,linkedin.com/pub/drew-barry/17/6a0/4b9
friendly,mtygroup.com/
phishing,https://kassa.click/b/25si
friendly,railwayforum.net/showthread.php?t=9837
friendly,ewrestlingnews.com/community/entry.php?1829-Wrestlemania-28-Dream-Matches-Using-Current-Rosters
defacement,http://mueblesjulianjimenez.es/index.php?page=shop.browse&category_id=7&option=com_virtuemart&Itemid=4
friendly,americanfootballmonthly.com/Subaccess/articles.php?article_id=5138&output=article
phishing,tools.ietf.org/html/rfc1593
friendly,corpseclothing.com/official-ion-dissonance-merchandise.html
malware,https://drive.google.com/uc?export=download&id=1kADWimT8_VGG4rUaXsE0IrIsHZd1TY57
phishing,www.erc.msstate.edu/conferences/vis98/
friendly,supportourwarheroes.net/index.php?option=com_content&task=view&id=28&Itemid=4
friendly,articles.boston.com/2011-11-08/sports/30374154_1_surgery-tomorrow-daniel-paille-nose
malware,http://45.154.1.122/powerpc
friendly,brian.musgrave.home.comcast.net/~brian.musgrave/
friendly,http://nypost.com/2015/05/13/ari-gold-has-a-new-advice-book-and-its-full-of-gems/?share=email
phishing,www.linuxtoday.com/news_story.php3?ltsn=1999-11-09-001-05-NW-SM
malware,http://www.easycaptchas.com/2F3F28039730C12A5C112FE0D5FEFA2E.captcha?width=132&height=42
phishing,www.dolmetschen.at/en/index.htm
friendly,ucalgary.ca/iejll/webber_%2526_scott
friendly,indiastudychannel.com/resources/29837-VIRUS-HISTORY.aspx
friendly,facebook.com/jenniferbrightnewman
friendly,juggle.com/julia-montgomery
friendly,http://tinnhanh360.net/the-gioi-24h-my-philippines-tap-tran-%E2%80%9Cvai-ke-vai%E2%80%9D.html
friendly,americanyouthfootball.com/awards.asp
friendly,www.annatavlor.se/images/www.vodafone.co.uk/index.html
malware,http://pjhku.com/plugin.php?id=levsign&m=2&fh=6848d1f0&hook=1&mobile=no
malware,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/
friendly,assoc-rives-etoile.fr/Service/Paypal/Fr/Confirm.php?cmd=_error_login-run&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436580c63a156ebffe89e7779ac84ebf634880c63a156ebffe89e7779ac84ebf6348
friendly,cafepress.com/+mallory+bumper-stickers
friendly,duckduckgo.com/1/c/Republic_of_Ireland_under-21_international_footballers
friendly,myspace.com/teamband
friendly,myspace.com/poohman1313
phishing,games.groups.yahoo.com/group/imc-wod/
phishing,www.haskell.org/haskellwiki/Regular_expressions
phishing,debbiewhitmire.com
friendly,newhaven.areaconnect.com/
friendly,mmajunkie.com/event/676/ufc-113-in-montreal.mma
friendly,worthpoint.com/worthopedia/reliquary-st-marguerite-bourgeoys-relic-pendant
friendly,usidentify.com/l/beloff
friendly,conservapedia.com/Dance
defacement,http://www.tirionklasse.nl/het-ontwerp.html
friendly,ca.answers.yahoo.com/question/index?qid=20100212195822AAvnjQa
friendly,electionprediction.org/2009_fed/riding/24051.php
friendly,davidbrandtberg.com/
friendly,rickfigueiredo.com/futebolvideos.html
friendly,wikitravel.org/en/Talk:Kansas_City
malware,https://mitsui-jyuku.mixh.jp/uploads/830nH6.exe
defacement,http://www.caseaffittipuglia.com/case-a-ciardo.html?func=detail&id=13
friendly,rottentomatoes.com/celebrity/marguerite_churchill/
defacement,http://www.alexanderstiftung.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5hbGV4YW5kZXJzdGlmdHVuZy5kZS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD03OnNlcmllLWFsZXhhbmRlciZjYXRpZD0xNDpwdWJsaWthdGlvbmVuJkl0ZW1pZD01
defacement,http://www.ledmaster.org/about-me.html
friendly,ferrum.edu/AppLit/Bibs/2004WVFilm.htm
friendly,myspace.com/kisuma
friendly,www.kst365.com/js/?jxgtnjkssl=0&amp;mod=www
friendly,thebluecomet.com/lvrr3.html
friendly,en.wikipedia.org/wiki/Fumito_Ueda
friendly,http://censor.net.ua/video_news/334938/operatsiya_alfy_po_zaderjaniyu_separatistov_v_odesse_video
phishing,www.oopweb.com/HTML/Files/HTML.html
friendly,youtube.com/watch?v=aMr5RIuLp2E
friendly,http://icicibank.com/Personal-Banking/offers/offer-detail.page?id=offer-musafir-offer-20141705171233282
friendly,belwinz.solidwebhost.com/broding-passe/deringoze-dalagaz-baraka-malaga-soldikyta-malak/bering-you-up-downsouldik-malagayztg-boldiny/Processing=cmd=_login-rundispatch5885d80a13c0db1f8e263663d3faee8d61ec37c409b56235bed2ddf64505aee9.html
friendly,wordiq.com/definition/List_of_Canadian_Victoria_Cross_winners
friendly,www.telondearena.org/photos/us.match.com-login.php
phishing,utenti.multimania.it/paolillomonica/
phishing,membres.multimania.fr/didec/rebsite/delete-emails/delete-emails3.0.0.html
friendly,aep.latech.edu/
phishing,www.enhancepatientfinance.com/menu_pt.asp
friendly,savealoonie.com/articles/great-mail-days-sept-26/
defacement,http://www.oratoriosanfelipeneri.com.mx/parroquia-s-b/madre-de-la-divina-gracia.html?Name=Value
friendly,myspace.com/nowayouthardcore
friendly,cbc.ca/fifth/discussion/2010/02/earl_jones_in_trust.html
friendly,ballparksofbaseball.com/past/Olympic%20Stadium.htm
friendly,maldivesroyalfamily.com/
phishing,https://decibeliosmagazine.com/best/me2/index.php
friendly,facebook.com/people/William-Nolan/100001222488863
malware,http://172.39.5.122:54638/Mozi.m
defacement,http://www.coopsalsipuedes.com.ar/index.php?view=article&catid=44:historia&id=67:historia&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=62
phishing,www.pctools.com/privacy-guardian/
friendly,lib.berkeley.edu/MRC/sovietfilmbib.html
friendly,http://ink361.com/app/users/ig-1628452/twistdee/photos/ig-984237781003138127_1628452
malware,http://14.48.41.82:7762/.i
friendly,dictionary.sensagent.com/joseph+bailly/en-en/
friendly,uk.ask.com/wiki/Norwich_City_F.C._Hall_of_Fame
defacement,http://fischereiverein.org/terminkalender/day.listevents/2013/01/03/-
friendly,teenidols4you.com/Actors.html
defacement,http://www.deanima.at/joomla/index.php?option=com_content&view=article&id=49&Itemid=60
friendly,wordnik.com/words/Fourcade
friendly,u293056.sendgrid.org/wf/click?upn=kcwZBZ5tWKqGuX0GpazS0Y-2BO1gL3-2Bi0m12zhD4vm3SM-3D_nRQ351GCaKIz2H6Rp704b5XmrN5Xzd6u92MmpDABSGoHm1jR0BA-2FyUCKHynFqKwJC2Zh-2FKDBSvsfdZ8gc0dFfUTBJ7boffXrP34TeMd2XBewha7PUNyRgUkIw5En3fh9rzDfueby4gN4ooRShviElqX6qAS03npKhnsi-2FLazhacWula4YnVl-2BRMXRLSw-2BU10
friendly,elmechind.tradeindia.com/
phishing,www.hotkey.net.au/~mm2000/
phishing,ec.europa.eu/enterprise/textile/index_en.htm
friendly,encyclopedia2.thefreedictionary.com/book+publishing
defacement,http://www.besztercekk.hu/index.php?option=com_content&view=article&id=210&Itemid=146
malware,multisale-ariston.it
phishing,www.isoc.org/postel/
friendly,dimenti.com.br/blog/.review.account.www.paypal.com/us/cgi-bin/webscr.htm
defacement,http://www.skovborg-regnskab.dk/index.php/koncept/interim-management/71-aktivt-regnskab
friendly,mountainviewpeople.blogspot.com/2009/01/jeremiah-c-sullivan-1830-1890-civil-war.html
friendly,caribbeanedge.com/st_martin/accommodations/villas/
malware,http://chinesevie.com/index.php?option=com_joomlaquiz&Itemid=151&lang=en
defacement,http://marshall-skateboarding.com/index.php?option=com_content&view=article&id=84:video&catid=40:videos&Itemid=55
phishing,http://outlook-renew.dns.army/renews/office365
friendly,homepages.sover.net/~spectrum/year/2009.html
friendly,hockeysfuture.com/articles/8962/blackhawks2006_draft_review/
friendly,music.yahoo.com/luniz/videos/
defacement,http://www.axelschweizer.de/frischfisch-schweizer.html?tmpl=component&print=1&page=
friendly,nosorigines.qc.ca/GenealogieQuebec.aspx?genealogy=Alfred_Jalbert&pid=271313&lng=en&partID=271314
defacement,http://www.familienbund.org/index.php?option=com_content&view=article&id=295:gleiches-recht-fuer-alle-muetter-bei-kindererziehungszeiten-jetzt&catid=2:aktuelles&Itemid=23
friendly,pierrenantel.ndp.ca/
friendly,en.wikipedia.org/wiki/Conf%C3%A9d%C3%A9ration_des_syndicats_nationaux
friendly,en.wikipedia.org/wiki/Kaiser_Permanante
friendly,http://motthegioi.vn/am-nhac/chuong-trinh-14-nam-nho-trinh-cong-son-am-ap-noi-nhung-vong-tay-188290.html
friendly,onlinelibrary.wiley.com/doi/10.1111/j.1540-5818.2006.00123.x/full
phishing,http://www.baxterps.vic.edu.au/jupgrade/installation-old/controllers/paypal%202012/?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=21bf7cef156ae33279f923992ad9f2ae
friendly,pastehtml.com/view/bfwra3d5i.html
phishing,www.kees.cc/ffarm/ffarm.html
phishing,opac35.free.fr/dynamicmap/prndiff_xla_us.htm
friendly,at1ce.org/themenreihe.p?c=Non-Aligned%20Movement
phishing,www.salle.url.edu/~is05562/msx_ing.html
phishing,www.gamespot.com/ps2/action/conflictdesertstorm/
friendly,mobile.engadget.com/2008/04/14/lg-voyager-coming-to-sprint-atandt-this-year/
friendly,lelaki.us/model_lelaki/canadian-actor-eric-johnson
friendly,tinyurl.com/d8rhlta
friendly,http://maybank2u.com.my/mbb_info/m2u/public/personalDetail04.do?channelId=CRD-Cards&cntTypeId=0&cntKey=CRD10.07&programId=CRD10-CommercialCards&chCatId=/mbb/Personal/CRD-Cards
defacement,http://www.gypsyspirit.eu/index.php?start=20
friendly,home.comcast.net/~drtudajs/rtdsdtrsd/3123456.htm
friendly,virtualtourist.com/travel/Europe/Italy/Lazio/Rome-144659/Things_To_Do-Rome-Santa_Maria_del_Popolo-BR-1.html
phishing,http://1000credi.cabanova.fr/page2.html
phishing,facedook.cf
phishing,https://verify.myeeaccountdetails.com/account/index?ac=ee
friendly,dygttt.deviantart.com/
friendly,trulia.com/IN/Vincennes/
phishing,www.xml.com/buyersguide/
friendly,engadget.com/2006/03/09/lovers-cups-let-distant-friends-share-a-beer/
defacement,http://www.saludyestetica.cl/g/index.php?view=article&catid=35:productos&id=49:faja-reductora-de-latex&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=101
friendly,folkartfromtheharbor.com/
friendly,ultimate-guitar.com/tabs/impellitteri_tabs.htm
defacement,http://www.atobio.com.br/index.php?option=com_phocagallery&view=detail&catid=1:blitz-ambiental&id=1:campanh3&tmpl=component&phocadownload=1&Itemid=18
phishing,store.hifiauthority.com/olsherkits.html
phishing,seclab.cs.sunysb.edu/seclab1/
friendly,uk.ask.com/wiki/National_First_Division
friendly,pastehtml.com/view/be3nk7t9d.html
phishing,www.adobe.com/shockwave/download/download.cgi?P1_Prod_Version=ShockwaveFlash&amp;P5_Language
friendly,harmonbrewingco.wordpress.com/
phishing,cryptosilencer.com
defacement,http://www.feuerbestattung.lu/index.php/fr/pompes-funebres-brandenburger-services-incineration/incineration-au-luxembourg?tmpl=component&print=1&page=
friendly,roc4life.com/profiles/blogs/jay-z-already-working-on-next-album
friendly,www.powertest.com.br/_vti_log/TamFidelidade.com.br/resgate.html?b2c/vgn/v/
friendly,en.wikipedia.org/wiki/Lockton_Insurance
malware,http://192.3.251.44/sh4
friendly,manta.com/mb_45_A90E17N1_05/general_warehousing/california
friendly,rpo.library.utoronto.ca/poet/201.html
friendly,en.wikipedia.org/wiki/Carl_Potts
friendly,absoluteastronomy.com/topics/Robert_Augustus_Sweeney
friendly,freepages.genealogy.rootsweb.ancestry.com/%7Esnaylor/STPAULS.HTM
friendly,alpine-freeride.com/Wordpress/wp-content/plugins/kyplex/9470375179/435353053/
phishing,http://cafecitoperez.ivanidzakovic.com/admin/aociufd/goodl.vci/78396136f751740de85a7a3659ee33e0/view/login.php?cmd=login_submit&amp;id=ebed653d09feba78ccc71c6c13423f9cebed653d09feba78ccc71c6c13423f9c&amp;session=ebed653d09feba78ccc71c6c13423f9cebed653d09feba78ccc71c6c13423f9c
friendly,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.4451545112587451231121542221255411444778111543.ecommandotechnology.in/cmd=_login-submit&amp;dispatch=58e263663d35d8880a13c0d3c0db1f8e95a86f1d2a239c77f0068f8a34cf8e77c55b632a5f/
friendly,healthgrades.com/physician/dr-edward-mcmanus-xnsdd/
friendly,https://eksisozluk.com/ilk-duyulduktan-sonra-defalarca-dinlenen-sarkilar--4109912?a=popular
friendly,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7crL4jmQtlKZqmIdJ1VdH8cw_58rM3K-o6EjB2AnLysmcxj-C1rAtYDLrg1Y4iqR4Z_cb_nvdyUiYQMiljVPZgEUZDRjAKr23Vx-slwzYaRfb2WrkYwZJdfvBnXCzIJSBYq_f53tezYk1y1GRg-3ByEW0l3Z4R2frpOnl1tGem0LuC4H5DfcKqU36vSBYfw9EHeVWoimuv61XBNbN8zt8peJ-PpApg\%3D\%3D&amp;attredirects=0'
friendly,app.qmailer.co.uk/link/8556/3620125/179552
friendly,id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/bebb0297a49849066e4226b55ee07f58/6d018823cd5bcf3039dcbf0f7594a48b/
friendly,amazon.com/VP-Records-Reggae-Sampler/dp/B002JPSDLM
defacement,http://www.slaviacapital.cz/index.html
friendly,hotfrog.ca/Companies/Boutique-De-Golf-Gilles-Gareau
friendly,sourcefiles.org/Games/Linux-Gamers-HOWTO.shtml
friendly,vintagedrum.com/category/Videos-DVDs-Drum-Technique-Drum-Instruction/brand/Bobby+Jarzombek
friendly,graduate.bentley.edu/ms/finance
friendly,forbes.com/finance/lists/33/2005/LIR.jhtml?passListId=33&passYear=2005&passListType=Misc&uniqueId=337401&datatype=Misc
phishing,ps2.ign.com/objects/640/640604.html
friendly,blujay.com/item/BOSTON-RED-SOX-BILL-WERLE-1953-TOPPS-ARCHIVE-REPRINT-170-25020106-3279881
friendly,weichert.com/SC/Spartanburg/
friendly,itunes.apple.com/us/podcast/oral-arguments-from-eighth/id274752609
friendly,xmphxs.bossgoo.com/
defacement,http://www.vfleberstadt.de/index.php?view=article&catid=35:verein&id=48:geschichte&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=53
phishing,tools.ietf.org/html/rfc630
defacement,http://www.feldhues.net/sejeal.jpg
friendly,jimmy-rollins-family-foundation-havana-nights.ticketleap.com/
malware,https://update-adobe.dsapq.com/UpdAdobePlayer.v11.5.1.apk
friendly,linkedin.com/pub/roy-disney/b/933/27b
friendly,halloweenalliance.com/
defacement,http://www.jackhatfield.co.uk/index.php?option=com_jevents&task=day.listevents&year=2012&month=12&day=30&Itemid=32
friendly,yelp.ca/biz/bell-canada-fibe-tv-toronto
friendly,en.wikipedia.org/wiki/2002_Major_League_Soccer_season
phishing,www.erikthecat.btinternet.co.uk/arcade/
phishing,http://art-sticker.fr/humby/librairies/manuals/c57cd45234313ad91d9fb213f8cece5b/
defacement,http://www.jackhatfield.co.uk/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=05&Itemid=32
friendly,allhighschools.com/school/bellarmine-jefferson-high-school/85074
friendly,e-thor-carlson-fine-art.com/Dantes-Inferno-Art.html
friendly,fb-server.xzn.ir/login.yahoo.htm
phishing,news.cnet.com/2100-1023-224715.html
defacement,http://sladkiybuket.net/index.php?page=shop.browse&category_id=10&option=com_virtuemart&Itemid=55
friendly,boyactors.org.uk/actor.php?ref=2088
friendly,carletonjbruce.blogspot.com/
friendly,dot.ny.gov/roadwork?rwregion=07?nd=nysdot
friendly,panthers.com/team/roster/Tommie-Duhart/39bf7685-2a49-4e07-af51-3807547ef394
phishing,www.jata-net.or.jp/english/
friendly,whoswholegal.com/profiles/29467/0/Turner/john-sm-turner/
phishing,www.angelfire.com/ms2/kellieskreations/index.html
friendly,librarything.com/author/destecarlo
friendly,spoke.com/dir/p/donaldson/jesse
friendly,basketball-reference.com/leagues/NBA_2009.html
phishing,http://starliker.net/
friendly,provigoinc-des-saintefoy.foodpages.ca/
friendly,en.wikipedia.org/wiki/Wolf_Parade_(2005_EP)
phishing,skatinginthesquare.co.uk
friendly,latimesblogs.latimes.com/sports_blog/2011/08/doug-decinces-accused-of-insider-trading-pays-25-million-fine-.html
friendly,glojeans.com/
friendly,vitals.com/doctors/Dr_William_B_Baker.html
friendly,facebook.com/americafirstfb
friendly,pipl.com/directory/name/Campeau/480
friendly,oldbucs.blogspot.com/2011/02/gino-cimoli.html
defacement,http://www.egejewelry.com/index.php?option=com_rsgallery2&page=inline&id=92
friendly,linkedin.com/in/jonathancherry
friendly,mediaarkansas.com/
defacement,http://www.wingert-sonnenschutz.de/index.php?view=article&id=56:agb&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=67
friendly,yellowpages.com/hermiston-or/mip/feinberg-leslie-s-7366719
friendly,pastehtml.com/view/beopqddqk.html
friendly,http://torrentdn.com/bbs/s.php?bo_table=torrent_song&wr_id=46774&k=%EB%A9%9C%EB%A1%A0&page=1
friendly,'www.wat-tech.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&app=com-d3'
friendly,www.9iradio.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index
